1000, 2029, 0, 0, 0
2001, 2208, 0, 0, 0
3001, 2338, 0, 0, 0
4002, 1962, 0, 0, 0
5003, 1837, 0, 0, 0
6003, 2058, 0, 0, 0
7004, 1762, 0, 0, 0
8004, 1744, 0, 0, 0
9004, 1799, 0, 0, 0
10004, 1756, 0, 0, 0
11004, 1810, 0, 0, 0
12004, 2027, 0, 0, 0
13004, 1710, 0, 0, 0
14005, 1804, 0, 0, 0
15004, 1927, 0, 0, 0
16004, 1895, 0, 0, 0
17004, 2063, 0, 0, 0
18005, 2170, 0, 0, 0
19004, 2175, 0, 0, 0
20005, 1970, 0, 0, 0
21004, 2231, 0, 0, 0
22004, 2030, 0, 0, 0
23004, 1994, 0, 0, 0
24004, 2158, 0, 0, 0
25005, 2019, 0, 0, 0
26004, 2161, 0, 0, 0
27005, 2250, 0, 0, 0
28004, 2160, 0, 0, 0
29004, 2189, 0, 0, 0
30004, 2125, 0, 0, 0
31004, 2118, 0, 0, 0
32005, 2052, 0, 0, 0
33004, 2035, 0, 0, 0
34004, 1955, 0, 0, 0
35004, 2066, 0, 0, 0
36004, 2037, 0, 0, 0
37004, 1887, 0, 0, 0
38005, 1978, 0, 0, 0
39004, 2077, 0, 0, 0
40005, 1982, 0, 0, 0
41004, 2037, 0, 0, 0
42004, 2107, 0, 0, 0
43004, 1901, 0, 0, 0
44004, 2063, 0, 0, 0
45005, 1728, 0, 0, 0
46004, 1609, 0, 0, 0
47005, 1953, 0, 0, 0
48004, 1829, 0, 0, 0
49005, 1701, 0, 0, 0
50004, 1964, 0, 0, 0
51004, 1864, 0, 0, 0
52005, 1898, 0, 0, 0
53004, 1880, 0, 0, 0
54005, 1941, 0, 0, 0
55004, 1881, 0, 0, 0
56005, 2282, 0, 0, 0
57004, 2305, 0, 0, 0
58005, 2134, 0, 0, 0
59004, 2120, 0, 0, 0
60004, 2210, 0, 0, 0
61005, 1749, 0, 0, 0
62005, 1767, 0, 0, 0
63004, 1803, 0, 0, 0
64005, 1715, 0, 0, 0
65004, 2141, 0, 0, 0
66005, 2004, 0, 0, 0
67004, 1970, 0, 0, 0
68005, 1978, 0, 0, 0
69004, 2175, 0, 0, 0
70005, 2061, 0, 0, 0
71004, 1867, 0, 0, 0
72005, 2099, 0, 0, 0
73004, 1962, 0, 0, 0
74005, 1980, 0, 0, 0
75004, 2036, 0, 0, 0
76005, 2036, 0, 0, 0
77005, 1918, 0, 0, 0
78004, 2129, 0, 0, 0
79005, 2056, 0, 0, 0
80005, 1855, 0, 0, 0
81004, 1968, 0, 0, 0
82005, 1788, 0, 0, 0
83004, 1729, 0, 0, 0
84005, 1735, 0, 0, 0
85004, 1916, 0, 0, 0
86005, 1907, 0, 0, 0
87004, 2042, 0, 0, 0
88005, 2186, 0, 0, 0
89005, 1809, 0, 0, 0
90005, 1808, 0, 0, 0
91005, 1774, 0, 0, 0
92005, 1972, 0, 0, 0
93004, 2183, 0, 0, 0
94005, 2193, 0, 0, 0
95004, 2134, 0, 0, 0
96005, 2093, 0, 0, 0
97005, 2232, 0, 0, 0
98005, 2042, 0, 0, 0
99005, 2052, 0, 0, 0
100005, 2166, 0, 0, 0
101005, 2035, 0, 0, 0
102005, 2135, 0, 0, 0
103005, 2373, 0, 0, 0
104005, 1965, 0, 0, 0
105005, 2162, 0, 0, 0
106005, 2095, 0, 0, 0
107005, 1861, 0, 0, 0
108005, 2152, 0, 0, 0
109005, 2191, 0, 0, 0
110005, 2048, 0, 0, 0
111005, 2235, 0, 0, 0
112005, 2205, 0, 0, 0
113005, 1948, 0, 0, 0
114004, 4491, 0, 0, 0
115005, 4833, 0, 0, 0
116005, 4694, 0, 0, 0
117005, 1344, 0, 0, 0
118005, 1343, 0, 0, 0
119005, 1435, 0, 0, 0
120005, 1394, 0, 0, 0
121005, 2384, 0, 0, 0
122005, 2600, 0, 0, 0
123005, 2627, 0, 0, 0
124005, 2713, 0, 0, 0
125005, 2710, 0, 0, 0
126004, 1902, 0, 0, 0
127005, 2065, 0, 0, 0
128004, 1992, 0, 0, 0
129005, 1855, 0, 0, 0
130005, 2151, 0, 0, 0
131005, 2195, 0, 0, 0
132005, 1993, 0, 0, 0
133005, 1872, 0, 0, 0
134005, 2107, 0, 0, 0
135004, 1872, 0, 0, 0
136005, 2207, 0, 0, 0
137005, 2151, 0, 0, 0
138005, 1998, 0, 0, 0
139005, 2072, 0, 0, 0
140004, 2145, 0, 0, 0
141005, 1934, 0, 0, 0
142005, 2238, 0, 0, 0
143005, 2104, 0, 0, 0
144005, 2208, 0, 0, 0
145005, 2192, 0, 0, 0
146005, 2112, 0, 0, 0
147005, 2129, 0, 0, 0
148005, 2363, 0, 0, 0
149005, 2213, 0, 0, 0
150004, 2284, 0, 0, 0
151005, 2193, 0, 0, 0
152005, 2071, 0, 0, 0
153005, 2129, 0, 0, 0
154005, 2267, 0, 0, 0
155004, 2080, 0, 0, 0
156005, 2132, 0, 0, 0
157005, 2190, 0, 0, 0
158005, 1957, 0, 0, 0
159005, 2007, 0, 0, 0
160005, 2084, 0, 0, 0
161005, 2130, 0, 0, 0
162005, 2255, 0, 0, 0
163005, 2230, 0, 0, 0
164005, 1969, 0, 0, 0
165005, 1989, 0, 0, 0
166005, 2152, 0, 0, 0
