1001, 11136, 0, 0, 0
2000, 11179, 0, 0, 0
3000, 10446, 0, 0, 0
4000, 10976, 0, 0, 0
5000, 12682, 0, 0, 0
6000, 12597, 0, 0, 0
7000, 12944, 0, 0, 0
8000, 12981, 0, 0, 0
9001, 11674, 0, 0, 0
10000, 12648, 0, 0, 0
11000, 12310, 0, 0, 0
12000, 12724, 0, 0, 0
13000, 12177, 0, 0, 0
14000, 12458, 0, 0, 0
15000, 12026, 0, 0, 0
16000, 12117, 0, 0, 0
17000, 12857, 0, 0, 0
18001, 11839, 0, 0, 0
19001, 12092, 0, 0, 0
20001, 12217, 0, 0, 0
21001, 12849, 0, 0, 0
22000, 12150, 0, 0, 0
23000, 12863, 0, 0, 0
24000, 12355, 0, 0, 0
25000, 12267, 0, 0, 0
26000, 11528, 0, 0, 0
27001, 12151, 0, 0, 0
28001, 11680, 0, 0, 0
29000, 11007, 0, 0, 0
30000, 11098, 0, 0, 0
31000, 11451, 0, 0, 0
32000, 11906, 0, 0, 0
33000, 11354, 0, 0, 0
34000, 12413, 0, 0, 0
35000, 11631, 0, 0, 0
36000, 10360, 0, 0, 0
37000, 6753, 0, 0, 0
38000, 5493, 0, 0, 0
39000, 5328, 0, 0, 0
40000, 5301, 0, 0, 0
41000, 7195, 0, 0, 0
42000, 10854, 0, 0, 0
43001, 11021, 0, 0, 0
44000, 10582, 0, 0, 0
45001, 11641, 0, 0, 0
46000, 11829, 0, 0, 0
47000, 11937, 0, 0, 0
48000, 12148, 0, 0, 0
49000, 12294, 0, 0, 0
50001, 12034, 0, 0, 0
51001, 12578, 0, 0, 0
52000, 12906, 0, 0, 0
53000, 12557, 0, 0, 0
54000, 12809, 0, 0, 0
55000, 12969, 0, 0, 0
56001, 12384, 0, 0, 0
57000, 12573, 0, 0, 0
58001, 12101, 0, 0, 0
59000, 12322, 0, 0, 0
60000, 8559, 0, 0, 0
61000, 6183, 0, 0, 0
62000, 5207, 0, 0, 0
63000, 5303, 0, 0, 0
64000, 10149, 0, 0, 0
65000, 11102, 0, 0, 0
66001, 11219, 0, 0, 0
67002, 11400, 0, 0, 0
68000, 12035, 0, 0, 0
69000, 11934, 0, 0, 0
70000, 11919, 0, 0, 0
71001, 12122, 0, 0, 0
72000, 11527, 0, 0, 0
73002, 11850, 0, 0, 0
74000, 11738, 0, 0, 0
75000, 12127, 0, 0, 0
76000, 11583, 0, 0, 0
77000, 11366, 0, 0, 0
78001, 11816, 0, 0, 0
79000, 12362, 0, 0, 0
80000, 12332, 0, 0, 0
81000, 10849, 0, 0, 0
82001, 12243, 0, 0, 0
83001, 12205, 0, 0, 0
84000, 11943, 0, 0, 0
85000, 12308, 0, 0, 0
86000, 12207, 0, 0, 0
87001, 12643, 0, 0, 0
88000, 13176, 0, 0, 0
89000, 12083, 0, 0, 0
90001, 12617, 0, 0, 0
91000, 12516, 0, 0, 0
92001, 12571, 0, 0, 0
93000, 12369, 0, 0, 0
94001, 12526, 0, 0, 0
95000, 12130, 0, 0, 0
96001, 12105, 0, 0, 0
97001, 12297, 0, 0, 0
98000, 12495, 0, 0, 0
99000, 12139, 0, 0, 0
100000, 11792, 0, 0, 0
101000, 11656, 0, 0, 0
102000, 11654, 0, 0, 0
103000, 12115, 0, 0, 0
104000, 12311, 0, 0, 0
105001, 12067, 0, 0, 0
106000, 11871, 0, 0, 0
107001, 12132, 0, 0, 0
108000, 12212, 0, 0, 0
109000, 12655, 0, 0, 0
110000, 12775, 0, 0, 0
111000, 12707, 0, 0, 0
112000, 12653, 0, 0, 0
113000, 12694, 0, 0, 0
114002, 12639, 0, 0, 0
115000, 12457, 0, 0, 0
116000, 12178, 0, 0, 0
117001, 12705, 0, 0, 0
118000, 12458, 0, 0, 0
119000, 12510, 0, 0, 0
120000, 12323, 0, 0, 0
121001, 12683, 0, 0, 0
122001, 12044, 0, 0, 0
123000, 11764, 0, 0, 0
124000, 12335, 0, 0, 0
125000, 12338, 0, 0, 0
126001, 13024, 0, 0, 0
127003, 12715, 0, 0, 0
128000, 12520, 0, 0, 0
129000, 12721, 0, 0, 0
130000, 12979, 0, 0, 0
